year,county_full,amount,name,state,lat,lon,change
2016,"LITTLE RIVER COUNTY, AR",0,Little River County,AR,33.701941,-94.236287,0
2020,"LITTLE RIVER COUNTY, AR",115,Little River County,AR,33.701941,-94.236287,115
2022,"LITTLE RIVER COUNTY, AR",1030,Little River County,AR,33.701941,-94.236287,915
2012,"LIVE OAK COUNTY, TX",0,Live Oak County,TX,28.351535,-98.126961,NA
2016,"LIVE OAK COUNTY, TX",0,Live Oak County,TX,28.351535,-98.126961,0
2020,"LIVE OAK COUNTY, TX",0,Live Oak County,TX,28.351535,-98.126961,0
2022,"LIVE OAK COUNTY, TX",0,Live Oak County,TX,28.351535,-98.126961,0
2012,"LIVINGSTON COUNTY, IL",252,Livingston County,IL,40.894376,-88.552852,NA
2016,"LIVINGSTON COUNTY, IL",1000,Livingston County,IL,40.894376,-88.552852,748
2020,"LIVINGSTON COUNTY, IL",1750,Livingston County,IL,40.894376,-88.552852,750
2022,"LIVINGSTON COUNTY, IL",152,Livingston County,IL,40.894376,-88.552852,-1598
2012,"LIVINGSTON COUNTY, KY",0,Livingston County,KY,37.209517,-88.363426,NA
2016,"LIVINGSTON COUNTY, KY",0,Livingston County,KY,37.209517,-88.363426,0
2020,"LIVINGSTON COUNTY, KY",200,Livingston County,KY,37.209517,-88.363426,200
2022,"LIVINGSTON COUNTY, KY",0,Livingston County,KY,37.209517,-88.363426,-200
2012,"LIVINGSTON COUNTY, MI",525,Livingston County,MI,42.602532,-83.911718,NA
2016,"LIVINGSTON COUNTY, MI",4678,Livingston County,MI,42.602532,-83.911718,4153
2020,"LIVINGSTON COUNTY, MI",2005,Livingston County,MI,42.602532,-83.911718,-2673
2022,"LIVINGSTON COUNTY, MI",1005,Livingston County,MI,42.602532,-83.911718,-1000
2012,"LIVINGSTON COUNTY, MO",0,Livingston County,MO,39.778587,-93.548201,NA
2016,"LIVINGSTON COUNTY, MO",0,Livingston County,MO,39.778587,-93.548201,0
2020,"LIVINGSTON COUNTY, MO",0,Livingston County,MO,39.778587,-93.548201,0
2022,"LIVINGSTON COUNTY, MO",0,Livingston County,MO,39.778587,-93.548201,0
2012,"LIVINGSTON COUNTY, NY",992.5,Livingston County,NY,42.729042,-77.778463,NA
2016,"LIVINGSTON COUNTY, NY",959,Livingston County,NY,42.729042,-77.778463,-33.5
2020,"LIVINGSTON COUNTY, NY",4055,Livingston County,NY,42.729042,-77.778463,3096
2022,"LIVINGSTON COUNTY, NY",738,Livingston County,NY,42.729042,-77.778463,-3317
2012,"LIVINGSTON PARISH, LA",1021,Livingston Parish,LA,30.440419,-90.727474,NA
2016,"LIVINGSTON PARISH, LA",1352,Livingston Parish,LA,30.440419,-90.727474,331
2020,"LIVINGSTON PARISH, LA",200,Livingston Parish,LA,30.440419,-90.727474,-1152
2022,"LIVINGSTON PARISH, LA",475,Livingston Parish,LA,30.440419,-90.727474,275
2012,"LLANO COUNTY, TX",388,Llano County,TX,30.707584,-98.68469,NA
2016,"LLANO COUNTY, TX",0,Llano County,TX,30.707584,-98.68469,-388
2020,"LLANO COUNTY, TX",1177,Llano County,TX,30.707584,-98.68469,1177
2022,"LLANO COUNTY, TX",0,Llano County,TX,30.707584,-98.68469,-1177
2012,"LOGAN COUNTY, AR",0,Logan County,AR,35.218654,-93.72091,NA
2016,"LOGAN COUNTY, AR",55,Logan County,AR,35.218654,-93.72091,55
2020,"LOGAN COUNTY, AR",304,Logan County,AR,35.218654,-93.72091,249
2022,"LOGAN COUNTY, AR",0,Logan County,AR,35.218654,-93.72091,-304
2012,"LOGAN COUNTY, CO",488,Logan County,CO,40.728091,-103.090464,NA
2016,"LOGAN COUNTY, CO",440,Logan County,CO,40.728091,-103.090464,-48
2020,"LOGAN COUNTY, CO",105,Logan County,CO,40.728091,-103.090464,-335
2022,"LOGAN COUNTY, CO",506.54,Logan County,CO,40.728091,-103.090464,401.54
2012,"LOGAN COUNTY, IL",294,Logan County,IL,40.129277,-89.365309,NA
2016,"LOGAN COUNTY, IL",686,Logan County,IL,40.129277,-89.365309,392
2020,"LOGAN COUNTY, IL",250,Logan County,IL,40.129277,-89.365309,-436
2022,"LOGAN COUNTY, IL",100,Logan County,IL,40.129277,-89.365309,-150
2012,"LOGAN COUNTY, KS",0,Logan County,KS,38.91327,-101.157402,NA
2016,"LOGAN COUNTY, KS",200,Logan County,KS,38.91327,-101.157402,200
2020,"LOGAN COUNTY, KS",0,Logan County,KS,38.91327,-101.157402,-200
2022,"LOGAN COUNTY, KS",0,Logan County,KS,38.91327,-101.157402,0
2012,"LOGAN COUNTY, KY",320,Logan County,KY,36.859607,-86.881288,NA
2016,"LOGAN COUNTY, KY",0,Logan County,KY,36.859607,-86.881288,-320
2020,"LOGAN COUNTY, KY",0,Logan County,KY,36.859607,-86.881288,0
2022,"LOGAN COUNTY, KY",75,Logan County,KY,36.859607,-86.881288,75
2012,"LOGAN COUNTY, ND",0,Logan County,ND,46.469278,-99.504585,NA
2016,"LOGAN COUNTY, ND",0,Logan County,ND,46.469278,-99.504585,0
2020,"LOGAN COUNTY, ND",0,Logan County,ND,46.469278,-99.504585,0
2022,"LOGAN COUNTY, ND",0,Logan County,ND,46.469278,-99.504585,0
2012,"LOGAN COUNTY, NE",0,Logan County,NE,41.542155,-100.443665,NA
2016,"LOGAN COUNTY, NE",0,Logan County,NE,41.542155,-100.443665,0
2020,"LOGAN COUNTY, NE",0,Logan County,NE,41.542155,-100.443665,0
2022,"LOGAN COUNTY, NE",0,Logan County,NE,41.542155,-100.443665,0
2012,"LOGAN COUNTY, OH",538.5,Logan County,OH,40.387553,-83.766343,NA
2016,"LOGAN COUNTY, OH",726,Logan County,OH,40.387553,-83.766343,187.5
2020,"LOGAN COUNTY, OH",226,Logan County,OH,40.387553,-83.766343,-500
2022,"LOGAN COUNTY, OH",0,Logan County,OH,40.387553,-83.766343,-226
2012,"LOGAN COUNTY, OK",0,Logan County,OK,35.914277,-97.450952,NA
2016,"LOGAN COUNTY, OK",56,Logan County,OK,35.914277,-97.450952,56
2020,"LOGAN COUNTY, OK",0,Logan County,OK,35.914277,-97.450952,-56
2022,"LOGAN COUNTY, OK",0,Logan County,OK,35.914277,-97.450952,0
2012,"LOGAN COUNTY, WV",0,Logan County,WV,37.830591,-81.940853,NA
2016,"LOGAN COUNTY, WV",0,Logan County,WV,37.830591,-81.940853,0
2020,"LOGAN COUNTY, WV",61,Logan County,WV,37.830591,-81.940853,61
2022,"LOGAN COUNTY, WV",250,Logan County,WV,37.830591,-81.940853,189
2012,"LOÍZA MUNICIPIO, PR",0,Loíza Municipio,PR,18.445503,-65.942649,NA
2016,"LOÍZA MUNICIPIO, PR",0,Loíza Municipio,PR,18.445503,-65.942649,0
2020,"LOÍZA MUNICIPIO, PR",0,Loíza Municipio,PR,18.445503,-65.942649,0
2022,"LOÍZA MUNICIPIO, PR",0,Loíza Municipio,PR,18.445503,-65.942649,0
2012,"LONG COUNTY, GA",0,Long County,GA,31.749563,-81.74287,NA
2016,"LONG COUNTY, GA",0,Long County,GA,31.749563,-81.74287,0
2020,"LONG COUNTY, GA",0,Long County,GA,31.749563,-81.74287,0
2022,"LONG COUNTY, GA",0,Long County,GA,31.749563,-81.74287,0
2012,"LONOKE COUNTY, AR",560,Lonoke County,AR,34.755114,-91.894132,NA
2016,"LONOKE COUNTY, AR",1550,Lonoke County,AR,34.755114,-91.894132,990
2020,"LONOKE COUNTY, AR",995,Lonoke County,AR,34.755114,-91.894132,-555
2022,"LONOKE COUNTY, AR",1035,Lonoke County,AR,34.755114,-91.894132,40
2012,"LORAIN COUNTY, OH",1336.8,Lorain County,OH,41.438805,-82.179722,NA
2016,"LORAIN COUNTY, OH",878,Lorain County,OH,41.438805,-82.179722,-458.79999999999995
2020,"LORAIN COUNTY, OH",707,Lorain County,OH,41.438805,-82.179722,-171
2022,"LORAIN COUNTY, OH",104.18,Lorain County,OH,41.438805,-82.179722,-602.8199999999999
2012,"LOS ALAMOS COUNTY, NM",1050.45,Los Alamos County,NM,35.870047,-106.307968,NA
2016,"LOS ALAMOS COUNTY, NM",1103,Los Alamos County,NM,35.870047,-106.307968,52.549999999999955
2020,"LOS ALAMOS COUNTY, NM",1885,Los Alamos County,NM,35.870047,-106.307968,782
2022,"LOS ALAMOS COUNTY, NM",500,Los Alamos County,NM,35.870047,-106.307968,-1385
2012,"LOS ANGELES COUNTY, CA",21219,Los Angeles County,CA,34.196398,-118.261862,NA
2016,"LOS ANGELES COUNTY, CA",40452.71,Los Angeles County,CA,34.196398,-118.261862,19233.71
2020,"LOS ANGELES COUNTY, CA",38102,Los Angeles County,CA,34.196398,-118.261862,-2350.709999999999
2022,"LOS ANGELES COUNTY, CA",20234.3,Los Angeles County,CA,34.196398,-118.261862,-17867.7
2012,"LOUDON COUNTY, TN",200,Loudon County,TN,35.735085,-84.314085,NA
2016,"LOUDON COUNTY, TN",940,Loudon County,TN,35.735085,-84.314085,740
2020,"LOUDON COUNTY, TN",7347,Loudon County,TN,35.735085,-84.314085,6407
2022,"LOUDON COUNTY, TN",900,Loudon County,TN,35.735085,-84.314085,-6447
2012,"LOUDOUN COUNTY, VA",7520,Loudoun County,VA,39.0812,-77.638898,NA
2016,"LOUDOUN COUNTY, VA",974,Loudoun County,VA,39.0812,-77.638898,-6546
2020,"LOUDOUN COUNTY, VA",4500,Loudoun County,VA,39.0812,-77.638898,3526
2022,"LOUDOUN COUNTY, VA",300,Loudoun County,VA,39.0812,-77.638898,-4200
2012,"LOUISA COUNTY, IA",0,Louisa County,IA,41.218211,-91.256994,NA
2016,"LOUISA COUNTY, IA",0,Louisa County,IA,41.218211,-91.256994,0
2020,"LOUISA COUNTY, IA",26,Louisa County,IA,41.218211,-91.256994,26
2022,"LOUISA COUNTY, IA",100,Louisa County,IA,41.218211,-91.256994,74
2012,"LOUISA COUNTY, VA",202,Louisa County,VA,37.972704,-77.959795,NA
2016,"LOUISA COUNTY, VA",100,Louisa County,VA,37.972704,-77.959795,-102
2020,"LOUISA COUNTY, VA",695,Louisa County,VA,37.972704,-77.959795,595
2022,"LOUISA COUNTY, VA",500,Louisa County,VA,37.972704,-77.959795,-195
2012,"LOUP COUNTY, NE",0,Loup County,NE,41.903183,-99.509852,NA
2016,"LOUP COUNTY, NE",0,Loup County,NE,41.903183,-99.509852,0
2020,"LOUP COUNTY, NE",0,Loup County,NE,41.903183,-99.509852,0
2022,"LOUP COUNTY, NE",0,Loup County,NE,41.903183,-99.509852,0
2012,"LOVE COUNTY, OK",90,Love County,OK,33.957804,-97.245093,NA
2016,"LOVE COUNTY, OK",0,Love County,OK,33.957804,-97.245093,-90
2020,"LOVE COUNTY, OK",0,Love County,OK,33.957804,-97.245093,0
2022,"LOVE COUNTY, OK",0,Love County,OK,33.957804,-97.245093,0
2012,"LOVING COUNTY, TX",207,Loving County,TX,31.844936,-103.561229,NA
2016,"LOVING COUNTY, TX",1150,Loving County,TX,31.844936,-103.561229,943
2020,"LOVING COUNTY, TX",5000,Loving County,TX,31.844936,-103.561229,3850
2022,"LOVING COUNTY, TX",1000,Loving County,TX,31.844936,-103.561229,-4000
2012,"LOWNDES COUNTY, AL",0,Lowndes County,AL,32.147888,-86.650586,NA
2016,"LOWNDES COUNTY, AL",0,Lowndes County,AL,32.147888,-86.650586,0
2020,"LOWNDES COUNTY, AL",0,Lowndes County,AL,32.147888,-86.650586,0
2022,"LOWNDES COUNTY, AL",0,Lowndes County,AL,32.147888,-86.650586,0
2012,"LOWNDES COUNTY, GA",0,Lowndes County,GA,30.833145,-83.268995,NA
2016,"LOWNDES COUNTY, GA",250,Lowndes County,GA,30.833145,-83.268995,250
2020,"LOWNDES COUNTY, GA",0,Lowndes County,GA,30.833145,-83.268995,-250
2022,"LOWNDES COUNTY, GA",250,Lowndes County,GA,30.833145,-83.268995,250
2012,"LOWNDES COUNTY, MS",100,Lowndes County,MS,33.471424,-88.439723,NA
2016,"LOWNDES COUNTY, MS",500,Lowndes County,MS,33.471424,-88.439723,400
2020,"LOWNDES COUNTY, MS",2850,Lowndes County,MS,33.471424,-88.439723,2350
2022,"LOWNDES COUNTY, MS",70,Lowndes County,MS,33.471424,-88.439723,-2780
2012,"LUBBOCK COUNTY, TX",1594,Lubbock County,TX,33.611469,-101.819944,NA
2016,"LUBBOCK COUNTY, TX",703,Lubbock County,TX,33.611469,-101.819944,-891
2020,"LUBBOCK COUNTY, TX",700,Lubbock County,TX,33.611469,-101.819944,-3
2022,"LUBBOCK COUNTY, TX",1575,Lubbock County,TX,33.611469,-101.819944,875
2012,"LUCAS COUNTY, IA",32,Lucas County,IA,41.033344,-93.331467,NA
2016,"LUCAS COUNTY, IA",124,Lucas County,IA,41.033344,-93.331467,92
2020,"LUCAS COUNTY, IA",25,Lucas County,IA,41.033344,-93.331467,-99
2022,"LUCAS COUNTY, IA",0,Lucas County,IA,41.033344,-93.331467,-25
2012,"LUCAS COUNTY, OH",1047,Lucas County,OH,41.682321,-83.468903,NA
2016,"LUCAS COUNTY, OH",1600,Lucas County,OH,41.682321,-83.468903,553
2020,"LUCAS COUNTY, OH",2500,Lucas County,OH,41.682321,-83.468903,900
2022,"LUCAS COUNTY, OH",2825,Lucas County,OH,41.682321,-83.468903,325
2012,"LUCE COUNTY, MI",157,Luce County,MI,46.510988,-85.517552,NA
2016,"LUCE COUNTY, MI",0,Luce County,MI,46.510988,-85.517552,-157
2020,"LUCE COUNTY, MI",0,Luce County,MI,46.510988,-85.517552,0
2022,"LUCE COUNTY, MI",103,Luce County,MI,46.510988,-85.517552,103
2012,"LUMPKIN COUNTY, GA",100,Lumpkin County,GA,34.56814,-83.998925,NA
2016,"LUMPKIN COUNTY, GA",0,Lumpkin County,GA,34.56814,-83.998925,-100
2020,"LUMPKIN COUNTY, GA",0,Lumpkin County,GA,34.56814,-83.998925,0
2022,"LUMPKIN COUNTY, GA",0,Lumpkin County,GA,34.56814,-83.998925,0
2012,"LUNA COUNTY, NM",1462,Luna County,NM,32.184523,-107.747191,NA
2016,"LUNA COUNTY, NM",417,Luna County,NM,32.184523,-107.747191,-1045
2020,"LUNA COUNTY, NM",0,Luna County,NM,32.184523,-107.747191,-417
2022,"LUNA COUNTY, NM",0,Luna County,NM,32.184523,-107.747191,0
2012,"LUNENBURG COUNTY, VA",0,Lunenburg County,VA,36.945555,-78.240528,NA
2016,"LUNENBURG COUNTY, VA",0,Lunenburg County,VA,36.945555,-78.240528,0
2020,"LUNENBURG COUNTY, VA",0,Lunenburg County,VA,36.945555,-78.240528,0
2022,"LUNENBURG COUNTY, VA",0,Lunenburg County,VA,36.945555,-78.240528,0
2012,"LUQUILLO MUNICIPIO, PR",0,Luquillo Municipio,PR,18.367996,-65.709904,NA
2016,"LUQUILLO MUNICIPIO, PR",0,Luquillo Municipio,PR,18.367996,-65.709904,0
2020,"LUQUILLO MUNICIPIO, PR",0,Luquillo Municipio,PR,18.367996,-65.709904,0
2022,"LUQUILLO MUNICIPIO, PR",0,Luquillo Municipio,PR,18.367996,-65.709904,0
2012,"LUZERNE COUNTY, PA",825.5,Luzerne County,PA,41.173078,-75.976053,NA
2016,"LUZERNE COUNTY, PA",1057.37,Luzerne County,PA,41.173078,-75.976053,231.8699999999999
2020,"LUZERNE COUNTY, PA",761,Luzerne County,PA,41.173078,-75.976053,-296.3699999999999
2022,"LUZERNE COUNTY, PA",531,Luzerne County,PA,41.173078,-75.976053,-230
2012,"LYCOMING COUNTY, PA",1581,Lycoming County,PA,41.343882,-77.055262,NA
2016,"LYCOMING COUNTY, PA",1160,Lycoming County,PA,41.343882,-77.055262,-421
2020,"LYCOMING COUNTY, PA",835,Lycoming County,PA,41.343882,-77.055262,-325
2022,"LYCOMING COUNTY, PA",1150,Lycoming County,PA,41.343882,-77.055262,315
2012,"LYMAN COUNTY, SD",0,Lyman County,SD,43.894812,-99.841925,NA
2016,"LYMAN COUNTY, SD",0,Lyman County,SD,43.894812,-99.841925,0
2020,"LYMAN COUNTY, SD",0,Lyman County,SD,43.894812,-99.841925,0
2022,"LYMAN COUNTY, SD",0,Lyman County,SD,43.894812,-99.841925,0
2012,"LYNCHBURG CITY, VA",251,Lynchburg city,VA,37.399016,-79.195458,NA
2016,"LYNCHBURG CITY, VA",0,Lynchburg city,VA,37.399016,-79.195458,-251
2020,"LYNCHBURG CITY, VA",0,Lynchburg city,VA,37.399016,-79.195458,0
2022,"LYNCHBURG CITY, VA",290,Lynchburg city,VA,37.399016,-79.195458,290
2012,"LYNN COUNTY, TX",0,Lynn County,TX,33.178412,-101.818493,NA
2016,"LYNN COUNTY, TX",0,Lynn County,TX,33.178412,-101.818493,0
2020,"LYNN COUNTY, TX",0,Lynn County,TX,33.178412,-101.818493,0
2022,"LYNN COUNTY, TX",0,Lynn County,TX,33.178412,-101.818493,0
2012,"LYON COUNTY, IA",0,Lyon County,IA,43.38358,-96.207201,NA
2016,"LYON COUNTY, IA",100,Lyon County,IA,43.38358,-96.207201,100
2020,"LYON COUNTY, IA",338,Lyon County,IA,43.38358,-96.207201,238
2022,"LYON COUNTY, IA",0,Lyon County,IA,43.38358,-96.207201,-338
2012,"LYON COUNTY, KS",306,Lyon County,KS,38.455403,-96.161641,NA
2016,"LYON COUNTY, KS",0,Lyon County,KS,38.455403,-96.161641,-306
2020,"LYON COUNTY, KS",0,Lyon County,KS,38.455403,-96.161641,0
2022,"LYON COUNTY, KS",0,Lyon County,KS,38.455403,-96.161641,0
2012,"LYON COUNTY, KY",0,Lyon County,KY,37.023976,-88.083391,NA
2016,"LYON COUNTY, KY",0,Lyon County,KY,37.023976,-88.083391,0
2020,"LYON COUNTY, KY",0,Lyon County,KY,37.023976,-88.083391,0
2022,"LYON COUNTY, KY",0,Lyon County,KY,37.023976,-88.083391,0
2012,"LYON COUNTY, MN",0,Lyon County,MN,44.409195,-95.847268,NA
2016,"LYON COUNTY, MN",0,Lyon County,MN,44.409195,-95.847268,0
2020,"LYON COUNTY, MN",0,Lyon County,MN,44.409195,-95.847268,0
2022,"LYON COUNTY, MN",250,Lyon County,MN,44.409195,-95.847268,250
2012,"LYON COUNTY, NV",610,Lyon County,NV,39.022213,-119.197425,NA
2016,"LYON COUNTY, NV",2346,Lyon County,NV,39.022213,-119.197425,1736
2020,"LYON COUNTY, NV",3421.5,Lyon County,NV,39.022213,-119.197425,1075.5
2022,"LYON COUNTY, NV",685,Lyon County,NV,39.022213,-119.197425,-2736.5
2012,"MACKINAC COUNTY, MI",0,Mackinac County,MI,46.167868,-85.303762,NA
2016,"MACKINAC COUNTY, MI",0,Mackinac County,MI,46.167868,-85.303762,0
2020,"MACKINAC COUNTY, MI",100,Mackinac County,MI,46.167868,-85.303762,100
2022,"MACKINAC COUNTY, MI",0,Mackinac County,MI,46.167868,-85.303762,-100
2012,"MACOMB COUNTY, MI",1553,Macomb County,MI,42.671553,-82.911456,NA
2016,"MACOMB COUNTY, MI",2648,Macomb County,MI,42.671553,-82.911456,1095
2020,"MACOMB COUNTY, MI",3038,Macomb County,MI,42.671553,-82.911456,390
2022,"MACOMB COUNTY, MI",2062,Macomb County,MI,42.671553,-82.911456,-976
2012,"MACON COUNTY, AL",0,Macon County,AL,32.387027,-85.692887,NA
2016,"MACON COUNTY, AL",0,Macon County,AL,32.387027,-85.692887,0
2020,"MACON COUNTY, AL",0,Macon County,AL,32.387027,-85.692887,0
2022,"MACON COUNTY, AL",0,Macon County,AL,32.387027,-85.692887,0
2012,"MACON COUNTY, GA",0,Macon County,GA,32.362686,-84.051231,NA
2016,"MACON COUNTY, GA",0,Macon County,GA,32.362686,-84.051231,0
2020,"MACON COUNTY, GA",0,Macon County,GA,32.362686,-84.051231,0
2022,"MACON COUNTY, GA",200,Macon County,GA,32.362686,-84.051231,200
2012,"MACON COUNTY, IL",837,Macon County,IL,39.860237,-88.961529,NA
2016,"MACON COUNTY, IL",150,Macon County,IL,39.860237,-88.961529,-687
2020,"MACON COUNTY, IL",1482,Macon County,IL,39.860237,-88.961529,1332
2022,"MACON COUNTY, IL",2113.54,Macon County,IL,39.860237,-88.961529,631.54
2012,"MACON COUNTY, MO",0,Macon County,MO,39.829795,-92.56434,NA
2016,"MACON COUNTY, MO",290,Macon County,MO,39.829795,-92.56434,290
2020,"MACON COUNTY, MO",100,Macon County,MO,39.829795,-92.56434,-190
2022,"MACON COUNTY, MO",0,Macon County,MO,39.829795,-92.56434,-100
2012,"MACON COUNTY, NC",0,Macon County,NC,35.152959,-83.421901,NA
2016,"MACON COUNTY, NC",1225,Macon County,NC,35.152959,-83.421901,1225
2020,"MACON COUNTY, NC",1200,Macon County,NC,35.152959,-83.421901,-25
2022,"MACON COUNTY, NC",0,Macon County,NC,35.152959,-83.421901,-1200
2012,"MACON COUNTY, TN",0,Macon County,TN,36.537757,-86.00096,NA
2016,"MACON COUNTY, TN",0,Macon County,TN,36.537757,-86.00096,0
2020,"MACON COUNTY, TN",100,Macon County,TN,36.537757,-86.00096,100
2022,"MACON COUNTY, TN",0,Macon County,TN,36.537757,-86.00096,-100
2012,"MACOUPIN COUNTY, IL",0,Macoupin County,IL,39.265914,-89.92633,NA
2016,"MACOUPIN COUNTY, IL",559,Macoupin County,IL,39.265914,-89.92633,559
2020,"MACOUPIN COUNTY, IL",815,Macoupin County,IL,39.265914,-89.92633,256
2022,"MACOUPIN COUNTY, IL",0,Macoupin County,IL,39.265914,-89.92633,-815
2012,"MADERA COUNTY, CA",619,Madera County,CA,37.209821,-119.749802,NA
2016,"MADERA COUNTY, CA",2705,Madera County,CA,37.209821,-119.749802,2086
2020,"MADERA COUNTY, CA",1727,Madera County,CA,37.209821,-119.749802,-978
2022,"MADERA COUNTY, CA",250,Madera County,CA,37.209821,-119.749802,-1477
2012,"MADISON COUNTY, AL",3426,Madison County,AL,34.764238,-86.55108,NA
2016,"MADISON COUNTY, AL",10845,Madison County,AL,34.764238,-86.55108,7419
2020,"MADISON COUNTY, AL",7749,Madison County,AL,34.764238,-86.55108,-3096
2022,"MADISON COUNTY, AL",6460,Madison County,AL,34.764238,-86.55108,-1289
2012,"MADISON COUNTY, AR",0,Madison County,AR,36.012545,-93.724053,NA
2016,"MADISON COUNTY, AR",0,Madison County,AR,36.012545,-93.724053,0
2020,"MADISON COUNTY, AR",0,Madison County,AR,36.012545,-93.724053,0
2022,"MADISON COUNTY, AR",0,Madison County,AR,36.012545,-93.724053,0
2012,"MADISON COUNTY, FL",0,Madison County,FL,30.447233,-83.470416,NA
2016,"MADISON COUNTY, FL",0,Madison County,FL,30.447233,-83.470416,0
2020,"MADISON COUNTY, FL",150,Madison County,FL,30.447233,-83.470416,150
2022,"MADISON COUNTY, FL",0,Madison County,FL,30.447233,-83.470416,-150
2012,"MADISON COUNTY, GA",0,Madison County,GA,34.128526,-83.203737,NA
2016,"MADISON COUNTY, GA",0,Madison County,GA,34.128526,-83.203737,0
2020,"MADISON COUNTY, GA",0,Madison County,GA,34.128526,-83.203737,0
2022,"MADISON COUNTY, GA",0,Madison County,GA,34.128526,-83.203737,0
2012,"MADISON COUNTY, IA",0,Madison County,IA,41.330622,-94.015184,NA
2016,"MADISON COUNTY, IA",0,Madison County,IA,41.330622,-94.015184,0
2020,"MADISON COUNTY, IA",0,Madison County,IA,41.330622,-94.015184,0
2022,"MADISON COUNTY, IA",300,Madison County,IA,41.330622,-94.015184,300
2012,"MADISON COUNTY, ID",600,Madison County,ID,43.788614,-111.656993,NA
2016,"MADISON COUNTY, ID",0,Madison County,ID,43.788614,-111.656993,-600
2020,"MADISON COUNTY, ID",0,Madison County,ID,43.788614,-111.656993,0
2022,"MADISON COUNTY, ID",0,Madison County,ID,43.788614,-111.656993,0
2012,"MADISON COUNTY, IL",580,Madison County,IL,38.82712,-89.900227,NA
2016,"MADISON COUNTY, IL",896,Madison County,IL,38.82712,-89.900227,316
2020,"MADISON COUNTY, IL",4708,Madison County,IL,38.82712,-89.900227,3812
2022,"MADISON COUNTY, IL",900.18,Madison County,IL,38.82712,-89.900227,-3807.82
2012,"MADISON COUNTY, IN",338,Madison County,IN,40.166203,-85.722454,NA
2016,"MADISON COUNTY, IN",350,Madison County,IN,40.166203,-85.722454,12
2020,"MADISON COUNTY, IN",127,Madison County,IN,40.166203,-85.722454,-223
2022,"MADISON COUNTY, IN",0,Madison County,IN,40.166203,-85.722454,-127
2012,"MADISON COUNTY, KY",0,Madison County,KY,37.725511,-84.278362,NA
2016,"MADISON COUNTY, KY",0,Madison County,KY,37.725511,-84.278362,0
2020,"MADISON COUNTY, KY",76,Madison County,KY,37.725511,-84.278362,76
2022,"MADISON COUNTY, KY",0,Madison County,KY,37.725511,-84.278362,-76
2012,"MADISON COUNTY, MO",0,Madison County,MO,37.474481,-90.343413,NA
2016,"MADISON COUNTY, MO",0,Madison County,MO,37.474481,-90.343413,0
2020,"MADISON COUNTY, MO",0,Madison County,MO,37.474481,-90.343413,0
2022,"MADISON COUNTY, MO",0,Madison County,MO,37.474481,-90.343413,0
2012,"MADISON COUNTY, MS",377,Madison County,MS,32.63437,-90.03416,NA
2016,"MADISON COUNTY, MS",635,Madison County,MS,32.63437,-90.03416,258
2020,"MADISON COUNTY, MS",1402,Madison County,MS,32.63437,-90.03416,767
2022,"MADISON COUNTY, MS",470,Madison County,MS,32.63437,-90.03416,-932
2012,"MADISON COUNTY, MT",100,Madison County,MT,45.32529,-111.913791,NA
2016,"MADISON COUNTY, MT",500,Madison County,MT,45.32529,-111.913791,400
2020,"MADISON COUNTY, MT",484.5,Madison County,MT,45.32529,-111.913791,-15.5
2022,"MADISON COUNTY, MT",899,Madison County,MT,45.32529,-111.913791,414.5
2012,"MADISON COUNTY, NC",0,Madison County,NC,35.864206,-82.712631,NA
2016,"MADISON COUNTY, NC",350,Madison County,NC,35.864206,-82.712631,350
2020,"MADISON COUNTY, NC",200,Madison County,NC,35.864206,-82.712631,-150
2022,"MADISON COUNTY, NC",0,Madison County,NC,35.864206,-82.712631,-200
2012,"MADISON COUNTY, NE",0,Madison County,NE,41.909929,-97.606856,NA
2016,"MADISON COUNTY, NE",114,Madison County,NE,41.909929,-97.606856,114
2020,"MADISON COUNTY, NE",250,Madison County,NE,41.909929,-97.606856,136
2022,"MADISON COUNTY, NE",100,Madison County,NE,41.909929,-97.606856,-150
2012,"MADISON COUNTY, NY",250,Madison County,NY,42.910026,-75.663575,NA
2016,"MADISON COUNTY, NY",100,Madison County,NY,42.910026,-75.663575,-150
2020,"MADISON COUNTY, NY",81,Madison County,NY,42.910026,-75.663575,-19
2022,"MADISON COUNTY, NY",531.09,Madison County,NY,42.910026,-75.663575,450.09000000000003
2012,"MADISON COUNTY, OH",463,Madison County,OH,39.896607,-83.400885,NA
2016,"MADISON COUNTY, OH",0,Madison County,OH,39.896607,-83.400885,-463
2020,"MADISON COUNTY, OH",1064.98,Madison County,OH,39.896607,-83.400885,1064.98
2022,"MADISON COUNTY, OH",0,Madison County,OH,39.896607,-83.400885,-1064.98
2012,"MADISON COUNTY, TN",0,Madison County,TN,35.606056,-88.833424,NA
2016,"MADISON COUNTY, TN",352,Madison County,TN,35.606056,-88.833424,352
2020,"MADISON COUNTY, TN",956,Madison County,TN,35.606056,-88.833424,604
2022,"MADISON COUNTY, TN",79.18,Madison County,TN,35.606056,-88.833424,-876.8199999999999
2012,"MADISON COUNTY, TX",0,Madison County,TX,30.966878,-95.930372,NA
2016,"MADISON COUNTY, TX",800,Madison County,TX,30.966878,-95.930372,800
2020,"MADISON COUNTY, TX",500,Madison County,TX,30.966878,-95.930372,-300
2022,"MADISON COUNTY, TX",0,Madison County,TX,30.966878,-95.930372,-500
2012,"MADISON COUNTY, VA",100,Madison County,VA,38.412059,-78.276961,NA
2016,"MADISON COUNTY, VA",239,Madison County,VA,38.412059,-78.276961,139
